chr1	775292	791968
chr1	1388953	1410796
chr1	1392382	1423433
chr1	1424924	1462190
chr1	1438168	1449503
chr1	1582548	1645946
chr1	1601719	1682577
chr1	1626665	1681048
chr1	2303828	2320328
chr1	4418628	4430107
chr1	4903380	4919300
chr1	5028066	5056207
chr1	6434482	6445321
chr1	7352610	7374350
chr1	8447277	8475460
chr1	9170160	9181131
chr1	9720878	9733089
chr1	9846036	9856679
chr1	10052713	10063234
chr1	12854895	12919194
chr1	12877893	12933272
chr1	12893536	12948772
chr1	12896438	12928826
chr1	12935657	13049137
chr1	13785920	13823188
chr1	13884332	13902455
chr1	15107148	15147389
chr1	15794893	15814475
chr1	15920571	15937491
chr1	16358741	16372849
chr1	16542020	16571033
chr1	16842495	16859577
chr1	17484104	17514588
chr1	17852589	17863249
chr1	18625434	18662672
chr1	19599364	19614236
chr1	19720034	19731953
chr1	20029024	20039787
chr1	20992086	21004063
chr1	21702344	21814087
chr1	22302473	22327106
chr1	22307650	22332441
chr1	22539235	22630247
chr1	26816310	26828074
chr1	27501932	27515855
chr1	27539700	27558142
chr1	28949642	28960146
chr1	30154856	30167410
chr1	30667616	30805808
chr1	30937695	30954670
chr1	30961843	30983828
chr1	31060066	31104384
chr1	31112695	31147310
chr1	31155603	31166082
chr1	36092776	36107407
chr1	37632387	37687276
chr1	39345780	39356898
chr1	39517109	39528562
chr1	40276813	40311467
chr1	40575439	40587374
chr1	40840706	40871773
chr1	41068458	41084739
chr1	44533852	44545421
chr1	45148738	45187623
chr1	45629855	45647397
chr1	45855701	45882133
chr1	47346571	47363650
chr1	47475290	47507088
chr1	48059395	48073652
chr1	48748135	48779526
chr1	48881698	48898575
chr1	48925544	49069090
chr1	49277526	49287595
chr1	49353185	49441207
chr1	49467099	49570622
chr1	49597860	49609494
chr1	49777181	49851052
chr1	49818456	49844110
chr1	49914496	49998562
chr1	49931813	49947386
chr1	50471127	50484683
chr1	50528628	50541927
chr1	50861089	50877148
chr1	51354955	51373879
chr1	51602286	51612556
chr1	51677046	51692680
chr1	51951521	51967204
chr1	52020868	52035135
chr1	54485952	54496065
chr1	55494855	55509036
chr1	55738363	55762384
chr1	58567891	58581747
chr1	59785205	59832951
chr1	59889535	59935157
chr1	59996812	60036534
chr1	60053358	60095478
chr1	60308955	60319273
chr1	60613940	60624695
chr1	62437436	62452547
chr1	64839750	64851343
chr1	64852078	64907119
chr1	64886148	64954747
chr1	65015838	65092452
chr1	65749435	65765343
chr1	65776407	65797155
chr1	65937886	65952825
chr1	66656105	66670141
chr1	69246608	69266941
chr1	69973951	69986291
chr1	71001079	71035960
chr1	71302528	71315092
chr1	71351243	71367020
chr1	71352804	71366426
chr1	71429604	71471728
chr1	71589399	71686024
chr1	71718761	71731545
chr1	71784794	71855533
chr1	72407317	72476926
chr1	72407365	72477635
chr1	72507513	72654910
chr1	72516113	72546537
chr1	72581113	72625107
chr1	72590797	72604520
chr1	72618680	72657550
chr1	73011033	73093127
chr1	73012472	73094877
chr1	73124855	73137546
chr1	73539295	73586691
chr1	74351405	74364368
chr1	74800295	74813886
chr1	75180017	75192579
chr1	75471165	75483759
chr1	75877261	75891335
chr1	77244070	77294959
chr1	77382568	77414231
chr1	77825358	77840740
chr1	77969962	78000340
chr1	78209235	78220193
chr1	78312965	78323012
chr1	79022250	79032971
chr1	79238153	79256666
chr1	79577953	79761532
chr1	79786730	79816753
chr1	80192619	80323912
chr1	81066903	81079299
chr1	81332613	81343767
chr1	83106184	83120044
chr1	83230032	83241904
chr1	83284721	83302639
chr1	83638058	83649373
chr1	83938942	83955355
chr1	84549197	84561956
chr1	86728525	86757948
chr1	87028195	87039346
chr1	87218375	87231214
chr1	89088863	89150718
chr1	89223931	89251098
chr1	91006622	91037791
chr1	93682289	93701358
chr1	93698753	93721906
chr1	95129016	95155122
chr1	97075990	97121868
chr1	97403431	97416937
chr1	98200339	98214191
chr1	98797989	98814712
chr1	99191795	99202890
chr1	99854690	99865880
chr1	101848109	101858517
chr1	102401541	102411994
chr1	102485282	102495599
chr1	102656055	102861233
chr1	102656092	102699682
chr1	103073101	103106588
chr1	103554346	103570958
chr1	104503597	104515248
chr1	104668206	104702879
chr1	104704220	104720184
chr1	105053383	105081870
chr1	105832823	105844373
chr1	106012275	106235113
chr1	106059379	106071956
chr1	106080808	106134781
chr1	106164389	106215453
chr1	106225844	106259868
chr1	106307493	106317948
chr1	106784431	106903735
chr1	106868862	106962829
chr1	106987177	106997232
chr1	108598997	108609964
chr1	108644528	108660826
chr1	109409105	109458015
chr1	109609283	109619415
chr1	110203516	110217098
chr1	110387164	110402236
chr1	111376650	111388643
chr1	111841161	111880963
chr1	112341915	112359549
chr1	112691740	112704718
chr1	113342098	113433367
chr1	113630146	113751915
chr1	113810961	113933784
chr1	114053474	114409284
chr1	114075868	114701532
chr1	114241657	114265871
chr1	114414325	114478909
chr1	114482901	114515484
chr1	114544914	114707957
chr1	114939198	114968568
chr1	114973622	115104225
chr1	115130092	115157074
chr1	115171093	115221095
chr1	115227074	115245524
chr1	115950365	116107709
chr1	116255705	116380330
chr1	116321247	116377376
chr1	116404020	116499388
chr1	119199703	119222086
chr1	119998931	120015689
chr1	120127345	120158462
chr1	120200169	120213646
chr1	120747699	120760526
chr1	121141175	121170321
chr1	142678798	142719505
chr1	143711586	143770484
chr1	145829821	145993142
chr1	146591662	146601721
chr1	146838101	146851792
chr1	146880576	146895821
chr1	146914878	146932509
chr1	147718462	147802306
chr1	150274234	150290267
chr1	152260684	152271403
chr1	155509462	155520806
chr1	158192188	158203229
chr1	158335827	158356444
chr1	158491780	158512804
chr1	158694006	158727518
chr1	158697228	158725677
chr1	158869480	158929632
chr1	159922334	159934118
chr1	159997328	160007677
chr1	161519612	161593482
chr1	162284037	162297142
chr1	163919436	164067447
chr1	163924058	163951813
chr1	163978613	164291546
chr1	164495047	164506986
chr1	165535048	165547942
chr1	165939594	165960383
chr1	166212287	166230650
chr1	166534539	166582614
chr1	168457942	168470289
chr1	169225213	169245324
chr1	170367467	170387279
chr1	172233527	172247439
chr1	173075628	173089150
chr1	174559063	174579867
chr1	174802918	174819152
chr1	175152408	175164297
chr1	175965530	175978487
chr1	176590892	176613110
chr1	176694104	176831196
chr1	177509016	177560091
chr1	177679646	177694101
chr1	178659627	178676241
chr1	178948071	178975829
chr1	179252217	179266390
chr1	182173083	182188083
chr1	186742716	186762852
chr1	186744802	186758369
chr1	187601308	187613985
chr1	187636899	187670747
chr1	187639143	187779700
chr1	187722248	187772437
chr1	187748853	187772003
chr1	188023767	188044569
chr1	188671511	188810380
chr1	188822339	188865867
chr1	188836713	188863217
chr1	188891517	189005395
chr1	188972875	189006599
chr1	188995550	189038554
chr1	189325461	189362830
chr1	189325961	189544439
chr1	189327193	189545625
chr1	189327916	189375616
chr1	189335550	189464463
chr1	189378869	189446681
chr1	189416435	189436930
chr1	189490728	189548897
chr1	189531191	189621059
chr1	189536326	189617708
chr1	189969109	189989544
chr1	190248809	190281663
chr1	190252722	190304792
chr1	190747327	190773526
chr1	191011307	191088350
chr1	191199622	191354901
chr1	191208325	191241348
chr1	191492051	191514306
chr1	191656011	191703090
chr1	191762054	191885162
chr1	191763799	191779355
chr1	191781906	191793102
chr1	191797492	191825478
chr1	191827807	191868768
chr1	191856208	191885798
chr1	192026804	192057495
chr1	192207173	192220763
chr1	192788713	192799729
chr1	192873589	192896066
chr1	193661438	193711929
chr1	193895679	193907897
chr1	194428681	194448408
chr1	194481169	194506491
chr1	194647204	194659758
chr1	194936107	194946169
chr1	195342608	195409552
chr1	195450774	196025651
chr1	195456421	195679863
chr1	195686623	195782865
chr1	195826934	195875443
chr1	195911251	196026922
chr1	196728877	196808865
chr1	196782355	196903873
chr1	196939175	196952302
chr1	196956286	196977060
chr1	197115894	197185635
chr1	197126675	197316656
chr1	197311827	197442888
chr1	197319751	197429680
chr1	197573097	197614547
chr1	197631826	197717434
chr1	197663304	197734788
chr1	198043979	198225783
chr1	198236233	198304138
chr1	198261283	198273580
chr1	198285722	198738212
chr1	198309489	198320894
chr1	198374566	198411050
chr1	198404384	198447571
chr1	198444762	198464811
chr1	199124821	199151595
chr1	199982258	199994923
chr1	200125026	200139326
chr1	201379336	201391175
chr1	203555921	203566174
chr1	203907439	203922055
chr1	205507728	205518761
chr1	205660393	205675078
chr1	206260414	206323764
chr1	206316086	206332140
chr1	207322003	207347292
chr1	208724567	208738573
chr1	208778518	208794630
chr1	209670692	209684585
chr1	210601328	210614161
chr1	211000542	211012829
chr1	213002037	213013756
chr1	215231768	215254920
chr1	215233299	215248340
chr1	215348918	215362284
chr1	215368609	215382172
chr1	215453667	215531289
chr1	215500102	215528849
chr1	216308287	216396972
chr1	217535822	217560265
chr1	218178974	218192021
chr1	218369570	218379806
chr1	220013635	220037751
chr1	220232674	220245056
chr1	220484958	220503500
chr1	221317731	221331907
chr1	221325624	221337124
chr1	221565646	221620816
chr1	221636903	221647968
chr1	221743901	221754476
chr1	225397000	225408455
chr1	226035903	226054330
chr1	226036284	226053286
chr1	226161246	226171807
chr1	226906094	226942284
chr1	226982568	226994068
chr1	227876740	227891764
chr1	228726040	228737287
chr1	229816816	229829881
chr1	230739504	230751532
chr1	231535365	231546044
chr1	231568827	231581903
chr1	231984310	231994385
chr1	232891076	232907979
chr1	233434692	233446043
chr1	233724572	233748762
chr1	234158710	234170702
chr1	234528228	234621106
chr1	234529926	234549706
chr1	234992630	235003806
chr1	235178385	235191844
chr1	236813894	236826015
chr1	237189668	237201541
chr1	237348858	237360976
chr1	238840119	238883317
chr1	239071138	239082645
chr1	239225596	239247553
chr1	239856562	239866981
chr1	240110320	240126916
chr1	240498509	240510347
chr1	241355306	241371038
chr1	241528610	241539561
chr1	241732472	241744162
chr1	241772607	241789552
chr1	241836564	241864523
chr1	242058881	242069484
chr1	242240315	242251441
chr1	242311678	242329817
chr1	242743749	242784606
chr1	242754505	242780219
chr1	243025341	243079717
chr1	243069842	243082100
chr1	244418768	244429378
chr1	245054298	245203517
chr1	245144563	245171220
chr1	245339739	245369802
chr1	245351382	245368200
chr1	245636824	245648101
chr1	245930503	245943822
chr1	245970502	245999319
chr1	245970966	245999967
chr1	246300688	246383653
